AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,116,30,4.762173934797756
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,34,90,3.5553480614894135
Dog,Collie Smooth Mix,Tricolor/White,Intact Male,Stray,Normal,128,730,4.859812404361672
Dog,Miniature Schnauzer Mix,Silver,Intact Male,Stray,Normal,4,730,1.6094379124341003
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,76,90,4.343805421853684
Dog,Border Collie Mix,White/Black,Intact Female,Stray,Nursing,34,21,3.5553480614894135
Dog,Chihuahua Shorthair,Brown/White,Intact Female,Owner Surrender,Nursing,55,730,4.02535169073515
Dog,Pit Bull Mix,Red,Spayed Female,Owner Surrender,Normal,6,730,1.9459101490553132
Dog,Border Terrier/Chihuahua Shorthair,Brown,Intact Male,Stray,Normal,4,30,1.6094379124341003
Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,27,365,3.332204510175204
Cat,Domestic Shorthair,Brown Tabby,Intact Female,Abandoned,Normal,214,1095,5.3706380281276624
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,4,730,1.6094379124341003
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,28,730,3.367295829986474
Cat,Domestic Shorthair Mix,Cream Tabby,Intact Male,Stray,Sick,35,30,3.58351893845611
Cat,Domestic Shorthair Mix,White/Gray,Intact Female,Owner Surrender,Normal,48,1095,3.8918202981106265
Dog,Jack Russell Terrier Mix,Black/White,Intact Female,Stray,Normal,70,3,4.2626798770413155
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,4,365,1.6094379124341003
Dog,Labrador Retriever/Australian Shepherd,Black/White,Intact Male,Owner Surrender,Normal,19,210,2.995732273553991
Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,129,1460,4.867534450455582
Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Sick,125,28,4.836281906951478
Dog,Black Mouth Cur Mix,Brown/Black,Intact Male,Stray,Normal,243,240,5.497168225293202
Dog,German Shepherd Mix,White,Intact Female,Stray,Normal,4,365,1.6094379124341003
Dog,Pit Bull,White/Tan,Intact Male,Stray,Normal,31,730,3.4657359027997265
Cat,Bengal,Brown Tiger,Neutered Male,Stray,Normal,3,1095,1.3862943611198906
Dog,Jack Russell Terrier Mix,Tricolor/White,Neutered Male,Stray,Normal,31,1095,3.4657359027997265
Cat,Domestic Medium Hair Mix,Calico,Intact Female,Owner Surrender,Normal,45,270,3.828641396489095
Cat,Domestic Shorthair Mix,Calico/White,Intact Female,Stray,Normal,22,30,3.1354942159291497
Dog,Pit Bull Mix,White/Tan,Intact Female,Stray,Normal,57,300,4.060443010546419
Cat,Domestic Shorthair Mix,Black/Black,Intact Male,Stray,Normal,10,60,2.3978952727983707
Cat,Domestic Shorthair,Orange Tabby,Intact Male,Owner Surrender,Normal,105,365,4.663439094112067
Dog,Pit Bull,White/Brown,Intact Male,Stray,Sick,15,1095,2.772588722239781
Dog,Pit Bull,White/Brown,Intact Male,Stray,Sick,141,1095,4.955827057601261
Cat,Domestic Medium Hair Mix,Brown Tabby,Intact Male,Stray,Normal,68,30,4.23410650459726
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,105,60,4.663439094112067
Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,5,30,1.791759469228055
Dog,Airedale Terrier Mix,Brown/Black,Intact Male,Stray,Normal,3,60,1.3862943611198906
Other,Rabbit Sh Mix,Tortie,Spayed Female,Owner Surrender,Normal,45,1095,3.828641396489095
Dog,Chihuahua Shorthair Mix,Brown Brindle/White,Intact Male,Stray,Normal,154,365,5.043425116919247
Dog,Chihuahua Shorthair Mix,Brown Brindle/White,Intact Male,Stray,Normal,21,365,3.091042453358316
Dog,Dachshund/Beagle,Black/Tan,Intact Male,Stray,Normal,61,365,4.127134385045092
Dog,Dachshund/Beagle,Black/Tan,Intact Male,Stray,Normal,129,365,4.867534450455582
Dog,Black/Tan Hound Mix,Tricolor,Intact Male,Stray,Normal,239,365,5.480638923341991
Dog,Black/Tan Hound Mix,Tricolor,Intact Male,Stray,Normal,8,365,2.1972245773362196
Dog,Black/Tan Hound Mix,Tricolor,Intact Male,Stray,Normal,51,365,3.9512437185814275
Dog,Labrador Retriever Mix,Black/White,Neutered Male,Owner Surrender,Normal,32,1825,3.4965075614664802
Cat,Domestic Shorthair,Blue,Intact Male,Owner Surrender,Normal,18,90,2.9444389791664403
Dog,Chihuahua Shorthair/Rat Terrier,White/Brown,Spayed Female,Stray,Normal,3,365,1.3862943611198906
Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Normal,29,90,3.4011973816621555
Cat,Domestic Shorthair Mix,Black,Intact Female,Owner Surrender,Normal,9,90,2.302585092994046
Dog,Labrador Retriever,White,Intact Female,Stray,Normal,4,150,1.6094379124341003
Cat,Siamese,Lynx Point/Gray,Neutered Male,Owner Surrender,Normal,12,730,2.5649493574615367
Dog,Cairn Terrier Mix,White/Black,Intact Male,Stray,Normal,4,365,1.6094379124341003
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,32,1825,3.4965075614664802
Dog,Beagle Mix,Black/Tan,Spayed Female,Owner Surrender,Normal,5,1460,1.791759469228055
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,18,30,2.9444389791664403
Dog,Redbone Hound Mix,Red/Black,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,5,60,1.791759469228055
Dog,Chihuahua Longhair Mix,Black/Gray,Intact Female,Stray,Normal,22,730,3.1354942159291497
Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Owner Surrender,Normal,18,730,2.9444389791664403
Cat,Domestic Shorthair Mix,Blue Cream,Spayed Female,Stray,Normal,346,2555,5.849324779946859
Cat,Domestic Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,26,120,3.295836866004329
Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Owner Surrender,Normal,3,60,1.3862943611198906
Bird,Cockatiel,White/Yellow,Unknown,Public Assist,Normal,8,365,2.1972245773362196
Dog,Norwich Terrier/Yorkshire Terrier,Black/Brown,Intact Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Injured,28,210,3.367295829986474
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,49,30,3.912023005428146
Dog,Australian Shepherd,Black/Tan,Intact Female,Stray,Normal,5,730,1.791759469228055
Dog,Bichon Frise/Pekingese,Cream/Black,Intact Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30,60,3.4339872044851463
Dog,Labrador Retriever/Boxer,Tan/White,Intact Male,Stray,Nursing,56,2,4.04305126783455
Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,44,240,3.8066624897703196
Dog,Siberian Husky Mix,Gray/White,Intact Female,Stray,Normal,279,240,5.634789603169249
Dog,Vizsla Mix,Red,Intact Male,Stray,Normal,4,180,1.6094379124341003
Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,5,60,1.791759469228055
Cat,Abyssinian,Torbie,Intact Female,Stray,Normal,8,30,2.1972245773362196
Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Normal,6,365,1.9459101490553132
Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Owner Surrender,Normal,22,180,3.1354942159291497
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,43,28,3.784189633918261
Dog,Australian Cattle Dog,Red Merle,Neutered Male,Owner Surrender,Normal,41,1825,3.7376696182833684
Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,10,730,2.3978952727983707
Cat,American Curl Shorthair/Siamese,Lynx Point,Intact Male,Stray,Normal,25,28,3.258096538021482
Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Nursing,74,14,4.31748811353631
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,32,30,3.4965075614664802
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,44,28,3.8066624897703196
Dog,Labrador Retriever,White/Black,Intact Female,Owner Surrender,Normal,1,60,0.6931471805599453
Dog,Cairn Terrier/Chihuahua Shorthair,Brown Brindle,Intact Male,Stray,Normal,42,30,3.7612001156935624
Cat,Siamese/Domestic Shorthair,Black,Intact Male,Public Assist,Normal,23,270,3.1780538303479458
Cat,Domestic Shorthair,Black,Intact Male,Stray,Normal,6,90,1.9459101490553132
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,13,30,2.6390573296152584
Dog,Beagle/Dachshund,White/Brown,Intact Male,Stray,Normal,9,730,2.302585092994046
Dog,Schnauzer Giant Mix,Black,Intact Male,Stray,Normal,7,365,2.0794415416798357
Dog,Cairn Terrier Mix,Tan,Intact Male,Stray,Injured,90,90,4.51085950651685
Cat,Domestic Shorthair Mix,Blue,Intact Female,Owner Surrender,Normal,4,90,1.6094379124341003
Dog,Boxer Mix,Brown Brindle/White,Intact Female,Stray,Normal,7,730,2.0794415416798357
Dog,German Shepherd Mix,Brown/Black,Neutered Male,Stray,Normal,71,2190,4.276666119016055
Dog,Labrador Retriever/Pit Bull,Black/White,Neutered Male,Owner Surrender,Normal,157,365,5.062595033026967
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,17,60,2.8903717578961645
Cat,Domestic Shorthair Mix,White/Black,Intact Male,Owner Surrender,Normal,2,120,1.0986122886681098
Dog,Pit Bull Mix,Fawn/White,Intact Male,Stray,Normal,179,120,5.19295685089021
Dog,Pit Bull Mix,Fawn/White,Intact Male,Stray,Normal,169,120,5.135798437050262
Dog,Anatol Shepherd/Alaskan Husky,Cream/Tan,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Chesa Bay Retr/Pit Bull,Sable/White,Intact Female,Stray,Normal,8,365,2.1972245773362196
Dog,Miniature Schnauzer Mix,Black/Tan,Neutered Male,Owner Surrender,Normal,3,365,1.3862943611198906
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,33,35,3.5263605246161616
Dog,Pit Bull Mix,Red,Intact Male,Stray,Normal,16,730,2.833213344056216
Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,205,30,5.327876168789581
Dog,English Shepherd Mix,Sable/White,Spayed Female,Stray,Normal,5,1095,1.791759469228055
Dog,Australian Shepherd Mix,Black/Tan,Intact Female,Stray,Normal,25,120,3.258096538021482
Dog,Boxer,Brown Brindle/White,Intact Male,Stray,Normal,49,1825,3.912023005428146
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,22,90,3.1354942159291497
Dog,Queensland Heeler Mix,Black/White,Intact Male,Stray,Normal,6,120,1.9459101490553132
Dog,Pit Bull Mix,Tan/White,Intact Male,Stray,Normal,7,730,2.0794415416798357
Dog,Dachshund/Dachshund,Black,Intact Female,Stray,Normal,10,150,2.3978952727983707
Dog,Pit Bull Mix,Brown/White,Spayed Female,Owner Surrender,Normal,119,730,4.787491742782046
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,11,60,2.4849066497880004
Dog,Beagle/Rat Terrier,Tricolor,Intact Female,Stray,Normal,4,120,1.6094379124341003
Dog,German Shepherd,Brown/Black,Spayed Female,Owner Surrender,Normal,25,730,3.258096538021482
Dog,Labrador Retriever Mix,White/Red,Intact Female,Stray,Normal,7,730,2.0794415416798357
Dog,Labrador Retriever Mix,Tan/Tricolor,Intact Female,Stray,Normal,7,240,2.0794415416798357
Dog,Basset Hound/Labrador Retriever,Black/White,Intact Male,Stray,Normal,5,30,1.791759469228055
Dog,Catahoula,Brown Merle/Chocolate,Intact Female,Stray,Normal,4,150,1.6094379124341003
Dog,Catahoula Mix,Brown/White,Intact Female,Owner Surrender,Normal,177,1095,5.181783550292085
Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Stray,Normal,5,1095,1.791759469228055
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,6,60,1.9459101490553132
Dog,German Shepherd Mix,Sable,Intact Male,Stray,Normal,15,1095,2.772588722239781
Cat,Munchkin Shorthair Mix,Orange Tabby,Intact Female,Owner Surrender,Normal,3,365,1.3862943611198906
Dog,Pit Bull Mix,Tan,Intact Female,Stray,Normal,8,730,2.1972245773362196
Dog,Chihuahua Longhair Mix,Red,Intact Male,Stray,Normal,7,1095,2.0794415416798357
Dog,Collie Smooth Mix,Brown/White,Intact Male,Stray,Normal,34,365,3.5553480614894135
Dog,Chihuahua Shorthair Mix,White/Brown,Intact Male,Owner Surrender,Injured,25,365,3.258096538021482
Dog,Pit Bull Mix,White/Black,Intact Male,Owner Surrender,Normal,57,365,4.060443010546419
Cat,Domestic Medium Hair Mix,Tortie/White,Intact Female,Stray,Normal,43,30,3.784189633918261
Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,23,1095,3.1780538303479458
Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,64,28,4.174387269895637
Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,15,730,2.772588722239781
Dog,Pit Bull/Boxer,Brown Brindle/White,Intact Female,Stray,Normal,20,730,3.044522437723423
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,47,730,3.871201010907891
Dog,Border Terrier Mix,Tricolor,Intact Female,Stray,Normal,4,30,1.6094379124341003
Cat,Domestic Medium Hair Mix,Blue Tabby/White,Spayed Female,Owner Surrender,Normal,10,60,2.3978952727983707
Dog,Pomeranian Mix,Brown,Neutered Male,Owner Surrender,Normal,19,3650,2.995732273553991
Dog,Jack Russell Terrier Mix,White/Tan,Intact Male,Stray,Normal,5,365,1.791759469228055
Dog,German Shepherd Mix,Black/White,Intact Male,Stray,Nursing,61,0,4.127134385045092
Cat,Domestic Longhair Mix,Black,Intact Female,Owner Surrender,Normal,39,365,3.6888794541139363
Dog,Yorkshire Terrier Mix,Tan/Black,Intact Female,Stray,Normal,4,1460,1.6094379124341003
Dog,Chinese Sharpei,Brown,Neutered Male,Owner Surrender,Normal,1,3650,0.6931471805599453
Dog,Chihuahua Shorthair Mix,Black/Tricolor,Intact Female,Stray,Normal,4,1460,1.6094379124341003
Dog,German Shepherd/Siberian Husky,Black/Tan,Intact Male,Owner Surrender,Normal,6,365,1.9459101490553132
Dog,Rat Terrier Mix,Black/White,Intact Male,Stray,Normal,5,365,1.791759469228055
Dog,Miniature Poodle Mix,White,Intact Male,Stray,Normal,6,365,1.9459101490553132
Cat,Domestic Longhair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,19,2190,2.995732273553991
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,101,3,4.624972813284271
Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Normal,7,30,2.0794415416798357
Dog,Chihuahua Shorthair Mix,Tricolor,Intact Female,Stray,Normal,4,60,1.6094379124341003
Dog,Dachshund Mix,Tan,Neutered Male,Owner Surrender,Normal,2,730,1.0986122886681098
Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,72,30,4.290459441148391
Dog,Manchester Terrier Mix,Chocolate/White,Intact Male,Stray,Normal,5,150,1.791759469228055
Dog,Rhod Ridgeback Mix,Brown,Neutered Male,Public Assist,Normal,26,365,3.295836866004329
Dog,Rhod Ridgeback Mix,Brown,Neutered Male,Public Assist,Normal,60,365,4.110873864173311
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,79,730,4.382026634673881
Dog,German Shepherd,Black/Brown,Intact Female,Stray,Injured,3,730,1.3862943611198906
Dog,Labrador Retriever/Beagle,Black/White,Intact Male,Owner Surrender,Normal,53,730,3.9889840465642745
Dog,Labrador Retriever/Beagle,Black/White,Intact Male,Owner Surrender,Normal,89,730,4.499809670330265
Dog,Boxer Mix,Brown/Black,Intact Male,Owner Surrender,Normal,22,28,3.1354942159291497
Dog,Labrador Retriever/Chinese Sharpei,Black/White,Neutered Male,Owner Surrender,Normal,38,365,3.6635616461296463
Dog,German Shepherd/Weimaraner,Blue/White,Intact Male,Stray,Normal,17,120,2.8903717578961645
Dog,Boxer Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,9,365,2.302585092994046
Dog,German Shepherd Mix,Black/Brown,Neutered Male,Stray,Normal,21,1825,3.091042453358316
Dog,Black/Tan Hound Mix,Black/Brown,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,11,120,2.4849066497880004
Dog,Basset Hound,Tan,Neutered Male,Owner Surrender,Normal,116,2190,4.762173934797756
Dog,American Pit Bull Terrier/Dachshund,Fawn/White,Intact Female,Stray,Normal,12,730,2.5649493574615367
Dog,American Pit Bull Terrier/Dachshund,Fawn/White,Intact Female,Stray,Normal,97,730,4.584967478670572
Dog,Chihuahua Shorthair Mix,Tricolor,Intact Male,Stray,Normal,8,730,2.1972245773362196
Cat,American Shorthair Mix,Black/Black,Spayed Female,Owner Surrender,Normal,30,365,3.4339872044851463
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,4,180,1.6094379124341003
Dog,Black Mouth Cur Mix,Red/Black,Intact Female,Stray,Normal,6,730,1.9459101490553132
Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,12,60,2.5649493574615367
Dog,Chihuahua Shorthair Mix,Tricolor/White,Intact Female,Stray,Normal,7,365,2.0794415416798357
Dog,Pointer Mix,White/Black,Intact Female,Stray,Normal,24,730,3.2188758248682006
Dog,Shetland Sheepdog Mix,Tan/Black,Intact Female,Stray,Normal,4,120,1.6094379124341003
Cat,Siamese/Domestic Shorthair,Seal Point,Neutered Male,Owner Surrender,Normal,42,730,3.7612001156935624
Dog,Chinese Sharpei Mix,Brown Brindle,Spayed Female,Owner Surrender,Normal,7,365,2.0794415416798357
Cat,Domestic Shorthair Mix,Black Smoke,Intact Male,Stray,Normal,28,30,3.367295829986474
Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Owner Surrender,Normal,71,2190,4.276666119016055
Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,4,730,1.6094379124341003
Dog,Dogue De Bordeaux Mix,Red/White,Neutered Male,Owner Surrender,Normal,20,1095,3.044522437723423
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,5,180,1.791759469228055
Cat,Domestic Medium Hair Mix,Brown Tabby/White,Intact Male,Owner Surrender,Normal,2,30,1.0986122886681098
Dog,Miniature Poodle Mix,White,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Labrador Retriever/Pointer,White/Black,Neutered Male,Stray,Normal,14,5475,2.70805020110221
Dog,Chihuahua Shorthair/Catahoula,Red Merle,Intact Female,Stray,Normal,4,210,1.6094379124341003
Dog,Chihuahua Shorthair/Catahoula,Red Merle,Intact Female,Stray,Normal,355,210,5.87493073085203
Dog,Scottish Terrier Mix,Black Brindle/White,Intact Male,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,13,365,2.6390573296152584
Dog,Vizsla/Boxer,Brown,Neutered Male,Stray,Normal,187,730,5.236441962829949
Dog,German Shepherd,Brown/Black,Intact Female,Stray,Normal,8,365,2.1972245773362196
Dog,Irish Terrier,Tan/White,Intact Female,Stray,Normal,5,365,1.791759469228055
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,85,7,4.454347296253507
Cat,Domestic Shorthair,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,104,3285,4.653960350157523
Dog,Labrador Retriever Mix,Yellow,Spayed Female,Stray,Normal,5,270,1.791759469228055
Dog,Chihuahua Shorthair,Fawn,Intact Male,Stray,Normal,3,30,1.3862943611198906
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,41,30,3.7376696182833684
Cat,Domestic Shorthair Mix,Torbie/White,Spayed Female,Owner Surrender,Normal,16,365,2.833213344056216
Cat,Siamese Mix,Seal Point,Intact Male,Owner Surrender,Normal,13,1095,2.6390573296152584
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,39,28,3.6888794541139363
Dog,Chesa Bay Retr Mix,Tan/White,Intact Male,Stray,Normal,151,365,5.0238805208462765
Dog,Catahoula Mix,White/Black,Intact Male,Stray,Normal,52,7,3.970291913552122
Dog,Australian Cattle Dog Mix,Blue Merle/Cream,Intact Female,Stray,Normal,5,90,1.791759469228055
Dog,Chihuahua Shorthair/Dachshund,Tan/White,Spayed Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Longhair Mix,Brown Tabby,Spayed Female,Owner Surrender,Normal,53,730,3.9889840465642745
Cat,Domestic Shorthair,Orange Tabby/White,Intact Female,Stray,Sick,25,60,3.258096538021482
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Nursing,33,30,3.5263605246161616
Dog,Labrador Retriever Mix,Fawn/Black,Neutered Male,Stray,Normal,5,180,1.791759469228055
Dog,Labrador Retriever Mix,Red/White,Intact Female,Stray,Normal,7,210,2.0794415416798357
Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,6,60,1.9459101490553132
Dog,Labrador Retriever Mix,Yellow,Intact Male,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,36,30,3.6109179126442243
Dog,Labrador Retriever/Border Collie,Brown/Tan,Intact Male,Stray,Injured,67,2920,4.219507705176107
Dog,German Shepherd Mix,Black/Brown,Intact Male,Stray,Normal,19,30,2.995732273553991
Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,33,2190,3.5263605246161616
