AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Cat,Black,Intact Male,Stray,Normal,72,28,4.290459441148391,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,White/Tan,Neutered Male,Owner Surrender,Normal,111,60,4.718498871295094,Cachorro (<6m),mix,Other,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,22,1095,3.1354942159291497,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,18,1095,2.9444389791664403,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/Brown,Intact Female,Stray,Normal,48,730,3.8918202981106265,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Tan/Black,Intact Male,Owner Surrender,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,Blue Tiger/White,Neutered Male,Stray,Normal,8,1825,2.19722457733622,Adulto (3-7a),mix,Other,Bicolor
Dog,Blue Tiger/White,Neutered Male,Stray,Normal,30,1825,3.4339872044851463,Adulto (3-7a),mix,Other,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,37,28,3.6375861597263857,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Seal Point/White,Intact Male,Stray,Normal,3,30,1.3862943611198906,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Tan,Intact Female,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Monocolor
Dog,Black,Intact Female,Stray,Sick,10,60,2.3978952727983707,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,97,730,4.584967478670572,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Black/White,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Tan/Brown,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Tan/White,Neutered Male,Stray,Normal,45,2555,3.828641396489095,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Blue/White,Neutered Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Pointer Mix,Bicolor
Dog,Blue Merle,Spayed Female,Owner Surrender,Normal,2,730,1.0986122886681098,Adulto joven (1-3a),mix,Catahoula Mix,Bicolor
Dog,Yellow,Spayed Female,Owner Surrender,Normal,24,2190,3.218875824868201,Adulto (3-7a),mix,Labrador Retriever Mix,Bicolor
Dog,Brown Brindle/White,Intact Male,Owner Surrender,Normal,228,730,5.43372200355424,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Brown/Black,Intact Female,Owner Surrender,Normal,2,1460,1.0986122886681098,Adulto (3-7a),mix,Other,Monocolor
Dog,Brown/White,Intact Female,Stray,Normal,63,150,4.158883083359672,Cachorro (<6m),purebred,Other,Bicolor
Dog,Red,Intact Male,Stray,Normal,34,365,3.555348061489413,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Tan/Black,Intact Male,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,52,21,3.970291913552122,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Blue,Intact Male,Stray,Normal,37,28,3.6375861597263857,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,16,730,2.833213344056216,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Tortie,Intact Female,Stray,Normal,17,30,2.8903717578961645,Cachorro (<6m),purebred,Domestic Longhair Mix,Monocolor
Dog,Brown,Intact Female,Stray,Normal,30,730,3.4339872044851463,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White,Neutered Male,Owner Surrender,Normal,3,150,1.3862943611198906,Cachorro (<6m),mix,Siberian Husky Mix,Monocolor
Dog,Black/Tan,Intact Female,Public Assist,Normal,13,1095,2.6390573296152584,Adulto joven (1-3a),mix,Other,Monocolor
Dog,White/Brown,Spayed Female,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,White,Spayed Female,Public Assist,Normal,31,3650,3.4657359027997265,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue Tabby/White,Intact Male,Stray,Normal,34,30,3.555348061489413,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan,Neutered Male,Owner Surrender,Normal,3,1460,1.3862943611198906,Adulto (3-7a),purebred,Other,Monocolor
Dog,White/Black,Intact Female,Stray,Normal,45,1095,3.828641396489095,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Cat,Brown Tabby,Intact Male,Stray,Normal,5,150,1.791759469228055,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Brown,Intact Male,Public Assist,Normal,40,1095,3.713572066704308,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Black,Intact Male,Owner Surrender,Normal,11,30,2.4849066497880004,Cachorro (<6m),mix,Other,Monocolor
Dog,White/Brown,Neutered Male,Stray,Normal,247,730,5.513428746164983,Adulto joven (1-3a),mix,Australian Shepherd Mix,Bicolor
Dog,White,Intact Female,Stray,Normal,5,1460,1.791759469228055,Adulto (3-7a),mix,Miniature Poodle Mix,Monocolor
Dog,Brown,Intact Female,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,White/Brown,Intact Female,Owner Surrender,Normal,161,365,5.087596335232384,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Fawn,Intact Female,Public Assist,Normal,129,365,4.867534450455582,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Chocolate,Intact Male,Owner Surrender,Normal,2,30,1.0986122886681098,Cachorro (<6m),purebred,Other,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,27,30,3.332204510175204,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Cream Tabby,Intact Male,Stray,Normal,7,120,2.079441541679836,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Sable,Spayed Female,Owner Surrender,Normal,9,1460,2.302585092994046,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Dog,Sable,Spayed Female,Owner Surrender,Normal,17,1460,2.8903717578961645,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Dog,Black/Tricolor,Intact Male,Stray,Normal,68,730,4.23410650459726,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Brown/Black,Neutered Male,Owner Surrender,Normal,69,1095,4.248495242049359,Adulto joven (1-3a),mix,German Shepherd Mix,Monocolor
Dog,Brown/Black,Neutered Male,Owner Surrender,Normal,56,1095,4.04305126783455,Adulto joven (1-3a),mix,German Shepherd Mix,Tricolor
Dog,Black/Tan,Intact Female,Stray,Normal,10,365,2.3978952727983707,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,31,28,3.4657359027997265,Cachorro (<6m),mix,Pit Bull Mix,Bicolor
Dog,Tan,Neutered Male,Owner Surrender,Normal,83,2555,4.430816798843313,Adulto (3-7a),purebred,Chihuahua Shorthair,Bicolor
Dog,Brown,Intact Female,Stray,Normal,6,1095,1.9459101490553128,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Black,Intact Male,Owner Surrender,Normal,59,365,4.0943445622221,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black,Intact Male,Owner Surrender,Normal,37,365,3.6375861597263857,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Apricot,Neutered Male,Owner Surrender,Normal,178,3285,5.187385805840755,Senior (>7a),purebred,Other,Monocolor
Dog,Apricot,Neutered Male,Owner Surrender,Normal,15,3285,2.772588722239781,Senior (>7a),purebred,Other,Monocolor
Cat,Orange Tabby/White,Intact Female,Stray,Normal,54,28,4.007333185232471,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,1,4745,0.6931471805599453,Senior (>7a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Calico,Intact Female,Stray,Normal,60,0,4.110873864173311,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,116,30,4.762173934797756,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,34,90,3.555348061489413,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tricolor/White,Intact Male,Stray,Normal,128,730,4.859812404361672,Adulto joven (1-3a),mix,Other,Monocolor
Dog,Silver,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Black,Intact Male,Stray,Normal,76,90,4.343805421853684,Cachorro (<6m),purebred,Domestic Shorthair Mix,Tricolor
Dog,White/Black,Intact Female,Stray,Nursing,34,21,3.555348061489413,Cachorro (<6m),mix,Border Collie Mix,Monocolor
Dog,Brown/White,Intact Female,Owner Surrender,Nursing,55,730,4.02535169073515,Adulto joven (1-3a),purebred,Chihuahua Shorthair,Monocolor
Dog,Red,Spayed Female,Owner Surrender,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Brown,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown/White,Neutered Male,Owner Surrender,Normal,27,365,3.332204510175204,Joven (6m-1a),mix,Labrador Retriever Mix,Monocolor
Cat,Brown Tabby,Intact Female,Abandoned,Normal,214,1095,5.3706380281276624,Adulto joven (1-3a),purebred,Domestic Shorthair,Monocolor
Dog,Blue/White,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Blue/White,Intact Male,Stray,Normal,28,730,3.367295829986474,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Cat,Cream Tabby,Intact Male,Stray,Sick,35,30,3.58351893845611,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,White/Gray,Intact Female,Owner Surrender,Normal,48,1095,3.8918202981106265,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,70,3,4.262679877041316,Cachorro (<6m),mix,Other,Monocolor
Cat,Torbie,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Male,Owner Surrender,Normal,19,210,2.995732273553991,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black/White,Intact Female,Stray,Normal,129,1460,4.867534450455582,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Sick,125,28,4.836281906951478,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Brown/Black,Intact Male,Stray,Normal,243,240,5.497168225293202,Joven (6m-1a),mix,Other,Bicolor
Dog,White,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,White/Tan,Intact Male,Stray,Normal,31,730,3.4657359027997265,Adulto joven (1-3a),purebred,Pit Bull,Bicolor
Cat,Brown Tiger,Neutered Male,Stray,Normal,3,1095,1.3862943611198906,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Tricolor/White,Neutered Male,Stray,Normal,31,1095,3.4657359027997265,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Calico,Intact Female,Owner Surrender,Normal,45,270,3.828641396489095,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Monocolor
Cat,Calico/White,Intact Female,Stray,Normal,22,30,3.1354942159291497,Cachorro (<6m),purebred,Domestic Shorthair Mix,Tricolor
Dog,White/Tan,Intact Female,Stray,Normal,57,300,4.060443010546419,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Black/Black,Intact Male,Stray,Normal,10,60,2.3978952727983707,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Male,Owner Surrender,Normal,105,365,4.663439094112067,Joven (6m-1a),purebred,Domestic Shorthair,Bicolor
Dog,White/Brown,Intact Male,Stray,Sick,15,1095,2.772588722239781,Adulto joven (1-3a),purebred,Pit Bull,Bicolor
Dog,White/Brown,Intact Male,Stray,Sick,141,1095,4.955827057601261,Adulto joven (1-3a),purebred,Pit Bull,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Normal,68,30,4.23410650459726,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,105,60,4.663439094112067,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black,Intact Female,Stray,Normal,5,30,1.791759469228055,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Brown/Black,Intact Male,Stray,Normal,3,60,1.3862943611198906,Cachorro (<6m),mix,Other,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,154,365,5.043425116919247,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,21,365,3.091042453358316,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,61,365,4.127134385045092,Joven (6m-1a),purebred,Other,Monocolor
Dog,Black/Tan,Intact Male,Stray,Normal,129,365,4.867534450455582,Joven (6m-1a),purebred,Other,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,239,365,5.480638923341991,Joven (6m-1a),mix,Other,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),mix,Other,Bicolor
Dog,Tricolor,Intact Male,Stray,Normal,51,365,3.951243718581428,Joven (6m-1a),mix,Other,Bicolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,32,1825,3.49650756146648,Adulto (3-7a),mix,Labrador Retriever Mix,Tricolor
Cat,Blue,Intact Male,Owner Surrender,Normal,18,90,2.9444389791664403,Cachorro (<6m),purebred,Domestic Shorthair,Tricolor
Dog,White/Brown,Spayed Female,Stray,Normal,3,365,1.3862943611198906,Joven (6m-1a),purebred,Other,Tricolor
Cat,Black/White,Intact Male,Stray,Normal,29,90,3.4011973816621555,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Black,Intact Female,Owner Surrender,Normal,9,90,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,White,Intact Female,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),purebred,Labrador Retriever,Bicolor
Cat,Lynx Point/Gray,Neutered Male,Owner Surrender,Normal,12,730,2.5649493574615367,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,White/Black,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Monocolor
Dog,Blue/White,Intact Male,Stray,Normal,32,1825,3.49650756146648,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Dog,Black/Tan,Spayed Female,Owner Surrender,Normal,5,1460,1.791759469228055,Adulto (3-7a),mix,Beagle Mix,Bicolor
Cat,Blue,Intact Female,Stray,Normal,18,30,2.9444389791664403,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red/Black,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,5,60,1.791759469228055,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Gray,Intact Female,Stray,Normal,22,730,3.1354942159291497,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Torbie,Spayed Female,Owner Surrender,Normal,18,730,2.9444389791664403,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue Cream,Spayed Female,Stray,Normal,346,2555,5.849324779946859,Adulto (3-7a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black,Intact Male,Owner Surrender,Normal,26,120,3.295836866004329,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan/White,Intact Male,Owner Surrender,Normal,3,60,1.3862943611198906,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Black/Brown,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Injured,28,210,3.367295829986474,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby,Intact Female,Stray,Normal,49,30,3.912023005428146,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tan,Intact Female,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Cream/Black,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),purebred,Other,Bicolor
Cat,Black,Intact Male,Stray,Normal,30,60,3.4339872044851463,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tan/White,Intact Male,Stray,Nursing,56,2,4.04305126783455,Cachorro (<6m),purebred,Other,Monocolor
Dog,Blue/White,Intact Male,Stray,Normal,44,240,3.80666248977032,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Dog,Gray/White,Intact Female,Stray,Normal,279,240,5.634789603169249,Joven (6m-1a),mix,Siberian Husky Mix,Bicolor
Dog,Red,Intact Male,Stray,Normal,4,180,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Dog,Brown/Black,Intact Female,Stray,Normal,5,60,1.791759469228055,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Cat,Torbie,Intact Female,Stray,Normal,8,30,2.19722457733622,Cachorro (<6m),purebred,Other,Bicolor
Dog,Black,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Cat,Black,Intact Female,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Cat,Orange Tabby,Intact Male,Owner Surrender,Normal,22,180,3.1354942159291497,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,43,28,3.784189633918261,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Red Merle,Neutered Male,Owner Surrender,Normal,41,1825,3.737669618283368,Adulto (3-7a),purebred,Other,Monocolor
Dog,Black,Intact Male,Stray,Normal,10,730,2.3978952727983707,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Cat,Lynx Point,Intact Male,Stray,Normal,25,28,3.258096538021482,Cachorro (<6m),purebred,Other,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Nursing,74,14,4.31748811353631,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Cat,Black/White,Intact Male,Stray,Normal,32,30,3.49650756146648,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Blue Tabby,Intact Male,Stray,Normal,44,28,3.80666248977032,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,White/Black,Intact Female,Owner Surrender,Normal,1,60,0.6931471805599453,Cachorro (<6m),purebred,Labrador Retriever,Monocolor
Dog,Brown Brindle,Intact Male,Stray,Normal,42,30,3.7612001156935615,Cachorro (<6m),purebred,Other,Bicolor
Cat,Black,Intact Male,Public Assist,Normal,23,270,3.1780538303479458,Joven (6m-1a),purebred,Other,Bicolor
Cat,Black,Intact Male,Stray,Normal,6,90,1.9459101490553128,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Cat,Torbie,Intact Female,Stray,Normal,13,30,2.6390573296152584,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,9,730,2.302585092994046,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Black,Intact Male,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Other,Monocolor
Dog,Tan,Intact Male,Stray,Injured,90,90,4.51085950651685,Cachorro (<6m),mix,Other,Monocolor
Cat,Blue,Intact Female,Owner Surrender,Normal,4,90,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Boxer Mix,Bicolor
Dog,Brown/Black,Neutered Male,Stray,Normal,71,2190,4.276666119016055,Adulto (3-7a),mix,German Shepherd Mix,Monocolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,157,365,5.062595033026967,Joven (6m-1a),purebred,Other,Monocolor
Cat,Calico,Intact Female,Stray,Normal,17,60,2.8903717578961645,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,White/Black,Intact Male,Owner Surrender,Normal,2,120,1.0986122886681098,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Fawn/White,Intact Male,Stray,Normal,179,120,5.19295685089021,Cachorro (<6m),mix,Pit Bull Mix,Bicolor
Dog,Fawn/White,Intact Male,Stray,Normal,169,120,5.135798437050262,Cachorro (<6m),mix,Pit Bull Mix,Bicolor
Dog,Cream/Tan,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),purebred,Other,Monocolor
Dog,Sable/White,Intact Female,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black/Tan,Neutered Male,Owner Surrender,Normal,3,365,1.3862943611198906,Joven (6m-1a),mix,Other,Bicolor
Cat,Calico,Intact Female,Stray,Normal,33,35,3.5263605246161616,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red,Intact Male,Stray,Normal,16,730,2.833213344056216,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Cat,Torbie/White,Intact Female,Stray,Normal,205,30,5.327876168789581,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Sable/White,Spayed Female,Stray,Normal,5,1095,1.791759469228055,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Black/Tan,Intact Female,Stray,Normal,25,120,3.258096538021482,Cachorro (<6m),mix,Australian Shepherd Mix,Monocolor
Dog,Brown Brindle/White,Intact Male,Stray,Normal,49,1825,3.912023005428146,Adulto (3-7a),purebred,Other,Monocolor
Cat,Brown Tabby,Intact Male,Stray,Normal,22,90,3.1354942159291497,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,6,120,1.9459101490553128,Cachorro (<6m),mix,Other,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Pit Bull Mix,Bicolor
Dog,Black,Intact Female,Stray,Normal,10,150,2.3978952727983707,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown/White,Spayed Female,Owner Surrender,Normal,119,730,4.787491742782046,Adulto joven (1-3a),mix,Pit Bull Mix,Monocolor
Cat,Brown Tabby,Intact Male,Owner Surrender,Normal,11,60,2.4849066497880004,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tricolor,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),purebred,Other,Bicolor
